,mean,std
RAD18,1.7490392138949789,0.8382670196349307
RAD21,135.562070312049,78.11707499058545
RAD23A,398.3239297029209,201.7211445489149
RAD23B,76.5038228606501,32.326848461203966
RAD50,13.12383550501183,6.282118533704261
RAD51,4.818286872602633,3.896768597385043
RAD51AP1,8.362886468370704,7.596620327071553
RAD51B,0.1088194839346243,0.09409192195467746
RAD51C,6.650581278831002,3.1703042840003195
RAD51D,7.1077985152932195,3.128633176951743
RAD52,2.3723937695007176,1.5988751503347893
RAD54B,1.3694992704416438,1.032422750224003
RAD54L,7.193617072887422,5.962399059601879
RAD9A,50.76784124727978,32.87842949428857
RAD9B,0.4577174360456578,0.38175827565399045
RASSF7,272.3979805456827,293.2900930933989
RB1,6.900972843806258,4.029179544703821
RBBP8,3.9560755955342826,20.397006809105594
RBM38,59.09496922853747,76.3547836185702
RBX1,50.28836816223015,26.668755781230907
RDM1,1.5028393207730304,1.8615300099616041
RECQL,13.195653005242875,9.459092897210194
RECQL4,93.87398138849412,90.29009646545003
RECQL5,17.144432897183336,9.598817242454135
REV1,7.792961595584974,2.9437490279226037
REV3L,3.665080944876782,3.140070455929643
RFC1,14.505031784488425,5.89872124436005
RFC2,29.028252292631066,13.582869241243184
RFC3,2.3887134348064745,1.6841359876532456
RFC4,26.982026257456415,21.98366387054049
RFC5,20.621919506156992,9.057055508470707
RFWD3,16.97928586893536,7.960602337157282
RIF1,9.317069061560096,6.216176285220692
RMI1,13.076399971583538,6.965844563775759
RMI2,2.982506810225412,2.989743752940321
RNASEH2A,91.10863809243023,72.14690962141458
RNASEH2B,7.872991469132946,4.060923547460969
RNASEH2C,110.8248517721454,91.81151029575486
RNF111,2.493776892686637,1.020338916782258
RNF113A,239.21582360867993,117.91742587989263
RNF168,17.199896770085697,12.517231820850773
RNF169,4.158584074807631,3.493622550066813
RNF4,8.09720661432964,2.369204226140661
RNF8,10.075571666013198,4.1471395925293395
RNMT,23.732852643630117,9.995226608857141
RPA1,26.14155767101441,9.213922355607362
RPA2,35.52979510049165,15.405659132658998
RPA3,3.535649852672272,2.3011922325668674
RPA4,1.7703411881055262,4.341797002715767
RPAIN,40.59326036279751,19.338724453272974
RPRD1B,14.596824642467023,6.7888792704941965
RPRD2,13.480544945873358,6.656429376675408
RPS27L,29.52290417252109,21.695377029016477
RPS6KA6,1.0850918975359554,1.3976870910507242
RREB1,9.298571756921309,5.075354160298123
RRM1,32.52379881429158,16.286641731024428
RRM2,105.22898546882385,102.36812076898148
RRM2B,28.90696574821662,22.161812476645466
RTEL1,1.704258986945334,2.8482350367633895
RUNX1,1.50505250073947,1.605338881378768
RUVBL1,13.263063818010991,6.519348162306666
RUVBL2,93.73857109224531,63.51414150556835
SAMHD1,18.622327703921215,21.02167267754864
SART1,90.50843883567494,44.308005212315436
SCNM1,6.342381706489302,3.470851382412553
SDCBP,112.0390703267765,138.1351132838647
SETD2,10.2643052216545,4.207475062229807
SETDB1,27.38570546773106,11.752754780956572
SETMAR,20.893462896943568,14.793665420911625
SETX,18.243972916099153,9.846431628024943
SF3A2,129.28508743932292,77.26264894578144
SFR1,27.707333850003252,15.096335963401456
SGOL1,4.758077300613717,4.287786179643025
SHFM1,4.553665185499261,3.952456290665126
SHPRH,1.9094782021036907,1.6439916152909682
SIN3B,21.36511452597873,10.8462495313828
SIRT1,14.575222957384561,7.009915729279193
SIRT6,51.23362757284997,30.907247326694254
SLBP,52.16828768058443,24.743161353179264
SLFN11,23.053363483846848,22.172691914810027
SLX1A,0.0,0.0
SLX1B,0.0,0.0
SLX4,8.637536244412178,3.909880760554193
SMAD4,11.863634140731255,5.041517094633842
SMARCA2,11.145924135462268,6.741509532164755
SMARCA4,34.93245777389835,17.3428849145779
SMARCA5,49.311094207747296,18.608093048916242
SMARCAD1,8.371560817116912,3.742082725327255
SMARCAL1,7.465598860988398,2.1736236964690847
SMARCB1,36.54482261958485,15.526063334389063
SMARCC1,13.575787244027016,5.928053897374371
SMARCC2,103.91683815177116,43.18937884279413
SMARCD1,90.47659891697032,32.528372055939236
SMARCE1,82.00274826498624,45.02858542006769
SMC1A,47.1012856540352,20.98040063715426
SMC1B,0.5579448251975733,1.3916417171228859
SMC2,14.260245707056127,9.882178066844311
SMC3,32.6396063941982,13.759935439854928
SMC4,45.42275924108093,33.942952470792086
SMC5,7.338522373192096,3.8803285916997563
SMC6,4.888573187383703,2.505108746364786
SMEK2,24.1487758114014,9.335879951676588
SMG6,4.328197025817076,2.0661749969799037
SMG7,17.824924861821646,5.7859617828727306
SMUG1,25.220620264969547,13.378187113748885
SNAI2,105.13932761325805,164.31922461352357
SNRNP40,19.12344232933279,7.125151929776512
SNRPA,94.74959720120324,49.45594337969621
SNRPB2,62.84982443801892,33.012706761586855
SOD1,459.93259208612056,499.3829003111229
SOD2,52.51147190435872,77.26100617407705
SOX4,727.4488614352111,571.3143940870378
SOX9,383.32631885577473,411.75551449409403
SPO11,0.023003218805602108,0.5549555104075322
SRCAP,63.44535207338569,28.47524548824782
SRSF11,46.060240390203234,18.28422686002832
SRSF12,2.663964276485383,3.308972549736756
SRSF6,547.3865661879984,208.19843186845878
STAG1,1.7992949804165073,0.8278202403032303
STAG2,4.707307476093179,1.942785077655677
STOML2,591.7620413273588,335.99404515895634
STRA13,158.88140615021305,146.54104939059584
SUMO2,144.96386402227787,63.296952839912976
SUMO3,164.07861099405264,66.7480872991221
SUMO4,6.354189605438346,12.291149969915974
SUPT3H,0.2967989500880352,0.1687986458407266
SUPT7L,68.71631873984754,20.289097833944076
SUZ12,14.046660078941972,6.101237815225546
SWI5,31.211778899981308,24.563958043063735
SWSAP1,41.89980730970932,26.090682333225118
TADA1,15.30415435065166,7.881395751968944
TADA2B,45.06483432175647,21.96728803680949
TADA3,152.66930245542105,78.95136125938255
TAF11,57.53607321879423,20.351040623514567
TAF13,15.578837717426387,8.943511964279098
TAF3,1.1116923271102364,0.6303187953552579
TAOK1,11.187864025523082,7.615653524449694
TAOK2,81.33707638049121,33.88192687497024
TCEA1,19.35605271655475,9.160482395546921
TCEB1,23.5100248478533,13.463395573065506
TCEB2,582.0525397688533,556.4397803093226
TCEB3,57.48188150681512,21.76972505365342
TDG,18.34358614702321,8.195003309666758
TDP1,3.997630498625241,1.6157727503280677
TDP2,55.48981812755008,34.19125972766814
TELO2,54.37737106113089,28.514016651343997
TEN1,0.0,0.0
TEP1,16.357427456683443,9.811316091638098
TERF1,8.550480685417632,3.7137072611336968
TERF2,11.626847084025771,4.800763047946448
TERF2IP,13.501840037073187,8.938421674554727
TERT,0.7760735179765732,3.917633956899839
TFDP1,25.32184742206131,28.55560953217797
TFPT,49.709239952665406,47.915057620594446
TGFBR2,26.12077446028241,25.529978842153618
THAP7,172.17016704074013,127.88162419484955
THOC1,8.792809717095695,4.363540824902404
THOC6,171.55256587050096,102.6896971261654
THRAP3,34.745295648066076,10.138389226177262
TIMELESS,27.73906435483654,16.34754945194114
TINF2,327.6003410306072,122.42746991645208
TIPIN,2.266034209718787,1.064120017662793
TIPRL,45.13155884161671,18.98483837938716
TLK2,2.514613471824603,0.8654648522218057
TNKS,4.9082738137782425,3.3494631178238308
